movie_id,revnue_id,domestic_box_office,international_box_office,worldwide_box_office,opening_weekend
M2515,R2515,"$6,575,282 ","$371,802 ","$6,947,084 ","$3,001,719 "
M2516,R2516,"$8,742,261 ","$3,918,026 ","$12,660,287 ","$4,721,110 "
M2517,R2517,"$70,662,220 ","$78,565,858 ","$149,228,078 ","$19,652,921 "
M2518,R2518,"$4,444,612 ","$125,355 ","$4,569,967 ","$647,797 "
M2519,R2519,"$98,780,042 ","$130,375,461 ","$229,155,503 ","$33,526,876 "
M2520,R2520,"$48,475,290 ","$22,071,575 ","$70,546,865 ","$17,816,230 "
M2521,R2521,"$24,827,228 ","$66,299,372 ","$91,126,600 ","$10,612,375 "
M2522,R2522,"$43,313,890 ","$39,498,566 ","$82,812,456 ","$17,214,384 "
M2523,R2523,"$60,022,256 ","$52,588,130 ","$112,610,386 ","$14,010,409 "
M2524,R2524,"$3,777,210 ","$47,658 ","$3,824,868 ","$1,513,955 "
M2525,R2525,"$7,502,560 ","$1,343,015 ","$8,845,575 ","$362,524 "
M2526,R2526,"$40,168,080 ","$27,479,494 ","$67,647,574 ","$17,501,625 "
M2527,R2527,"$12,482,741 ","$3,344,243 ","$15,826,984 ","$6,012,594 "
M2528,R2528,"$6,916,869 ","$88,599 ","$7,005,468 ","$3,210,765 "
M2529,R2529,"$79,161 ","$1,728,829 ","$1,807,990 ","$32,300 "
M2530,R2530,"$18,306,166 ","$11,576,479 ","$29,882,645 ","$6,857,879 "
M2531,R2531,"$30,306,281 ","$7,760,937 ","$38,067,218 ","$10,037,846 "
M2532,R2532,"$3,076,425 ","$39,300,000 ","$42,376,425 ","$139,571 "
M2533,R2533,"$75,781,642 ","$1,281,819 ","$77,063,461 ","$20,627,433 "
M2534,R2534,"$80,197,993 ","$19,098,469 ","$99,296,462 ","$28,309,599 "
M2535,R2535,"$52,330,111 ","$62,500,000 ","$114,830,111 ","$13,616,196 "
M2536,R2536,"$28,426,747 ","$119,558,626 ","$147,985,373 ","$7,288,977 "
M2537,R2537,"$62,615,510 ","$95,178,695 ","$157,794,205 ","$23,973,840 "
M2538,R2538,"$20,342,852 ","$6,373,339 ","$26,716,191 ","$4,566,293 "
M2539,R2539,"$336,530,303 ","$558,329,927 ","$894,860,230 ","$151,116,516 "
M2540,R2540,"$5,755,286 ","$766,543 ","$6,521,829 ","$2,710,445 "
M2541,R2541,"$19,097,550 ","$3,119,633 ","$22,217,183 ","$92,034 "
M2542,R2542,"$18,211,013 ","$55,380,487 ","$73,591,500 ","$7,133,049 "
M2543,R2543,"$154,696,080 ","$178,436,670 ","$333,132,750 ","$56,061,504 "
M2544,R2544,"$25,473,093 ","$24,000,000 ","$49,473,093 ","$9,939,251 "
M2545,R2545,"$16,809,014 ","$683,000 ","$17,492,014 ","$5,033,848 "
M2546,R2546,"$234,280,354 ","$372,556,181 ","$606,836,535 ","$64,878,725 "
M2547,R2547,"$3,278,611 ","$1,579,120 ","$4,857,731 ","$1,574,787 "
M2548,R2548,"$20,700,082 ","$27,050,933 ","$47,751,015 ","$10,221,705 "
M2549,R2549,"$63,313,159 ","$67,846,147 ","$131,159,306 ","$20,131,130 "
M2550,R2550,"$77,437,223 ","$55,839,136 ","$133,276,359 ","$137,492 "
M2551,R2551,"$66,010,682 ","$78,100,000 ","$144,110,682 ","$12,709,221 "
M2552,R2552,"$24,185,781 ","$6,700,000 ","$30,885,781 ","$9,021,494 "
M2553,R2553,"$54,997,476 ","$49,490,907 ","$104,488,383 ","$17,090,474 "
M2554,R2554,"$40,222,729 ","$3,505,831 ","$43,728,560 ","$9,386,342 "
M2555,R2555,"$373,524,485 ","$421,173,072 ","$794,697,557 ","$88,156,227 "
M2556,R2556,"$19,176,754 ","$43,000,000 ","$62,176,754 ","$6,144,160 "
M2557,R2557,"$81,001,787 ","$34,935,376 ","$115,937,163 ","$13,464,745 "
M2558,R2558,"$69,148,997 ","$42,300,000 ","$111,448,997 ","$19,676,748 "
M2559,R2559,"$119,114,517 ","$102,034,442 ","$221,148,959 ","$23,920,637 "
M2560,R2560,"$77,073,959 ","$141,600,000 ","$218,673,959 ","$19,053,199 "
M2561,R2561,"$114,326,736 ","$53,464,968 ","$167,791,704 ","$30,070,196 "
M2562,R2562,"$24,004,159 ","$48,000,000 ","$72,004,159 ","$7,576,132 "
M2563,R2563,"$26,214,846 ","$2,771,512 ","$28,986,358 ","$10,845,064 "
M2564,R2564,"$20,779,666 ","$18,594,934 ","$39,374,600 ","$137,418 "
M2565,R2565,"$127,120,058 ","$109,290,549 ","$236,410,607 ","$50,472,480 "
M2566,R2566,"$15,417,771 ","$13,231,785 ","$28,649,556 ","$5,161,498 "
M2567,R2567,"$106,126,012 ","$70,136,827 ","$176,262,839 ","$19,457,944 "
M2568,R2568,"$380,529,370 ","$555,565,482 ","$936,094,852 ","$70,251,710 "
M2569,R2569,"$18,621,249 ","$2,074,164 ","$20,695,413 ","$413,436 "
M2570,R2570,"$21,468,807 ","$17,105,555 ","$38,574,362 ","$8,505,513 "
M2571,R2571,"$4,157,491 ","$41,399,283 ","$45,556,774 ","$91,612 "
M2572,R2572,"$65,281,781 ","$5,430,318 ","$70,712,099 ","$31,117,834 "
M2573,R2573,"$28,687,835 ","$23,962,116 ","$52,649,951 ","$11,354,069 "
M2574,R2574,"$31,418,697 ","$26,159,068 ","$57,577,765 ","$12,425,776 "
M2575,R2575,"$38,233,676 ","$46,413,155 ","$84,646,831 ","$18,505,530 "
M2576,R2576,"$42,754,105 ","$70,490,185 ","$113,244,290 ","$18,203,876 "
M2577,R2577,"$7,070,641 ","$1,537,174 ","$8,607,815 ","$3,957,471 "
M2578,R2578,"$1,196,321 ","$10,796,835 ","$11,993,156 ","$30,350 "
M2579,R2579,"$12,898,847 ","$13,271,555 ","$26,170,402 ","$964,315 "
M2580,R2580,"$17,231,291 ","$1,377,279 ","$18,608,570 ","$5,483,778 "
M2581,R2581,"$25,450,527 ","$28,400,000 ","$53,850,527 ","$9,331,739 "
M2582,R2582,"$65,002,019 ","$27,668,218 ","$92,670,237 ","$40,570,365 "
M2583,R2583,"$1,579,146 ","$35,760,448 ","$37,339,594 ","$5,532 "
M2584,R2584,"$3,149,034 ","$13,200,000 ","$16,349,034 ","$94,986 "
M2585,R2585,"$31,811,527 ","$17,866,874 ","$49,678,401 ","$10,079,109 "
M2586,R2586,"$93,953,653 ","$87,100,004 ","$181,053,657 ","$27,785,487 "
M2587,R2587,"$75,286,229 ","$50,750,828 ","$126,037,057 ","$16,849,640 "
M2588,R2588,"$24,307,106 ","$22,445,752 ","$46,752,858 ","$9,726,056 "
M2589,R2589,"$6,617,867 ","$9,078,279 ","$15,696,146 ","$73,723 "
M2590,R2590,"$374,675 ","$5,547,617 ","$5,922,292 ","$25,854 "
M2591,R2591,"$94,835,059 ","$63,915,758 ","$158,750,817 ","$32,789,494 "
M2592,R2592,"$25,918,920 ","$6,700,000 ","$32,618,920 ","$9,202,815 "
M2593,R2593,"$15,285,588 ","$4,400,000 ","$19,685,588 ","$6,888,334 "
M2594,R2594,"$30,101,577 ","$21,343,926 ","$51,445,503 ","$15,146,692 "
M2595,R2595,"$28,564,995 ","$5,519,233 ","$34,084,228 ","$11,326,601 "
M2596,R2596,"$22,433,915 ","$72,017 ","$22,505,932 ","$8,935,426 "
M2597,R2597,"$13,208,023 ","$81,267 ","$13,289,290 ","$5,710,128 "
M2598,R2598,"$16,930,185 ","$3,215,965 ","$20,146,150 ","$5,758,236 "
M2599,R2599,"$194,523 ",$731 ,"$195,254 ","$26,029 "
M2600,R2600,"$54,607,383 ","$64,688,201 ","$119,295,584 ","$16,026,496 "
M2601,R2601,"$118,703,275 ","$87,024,032 ","$205,727,307 ","$39,172,785 "
M2602,R2602,"$1,200,216 ","$10,399,687 ","$11,599,903 ","$411,544 "
M2603,R2603,"$234,362,462 ","$224,898,484 ","$459,260,946 ","$102,750,665 "
M2604,R2604,"$24,146,161 ","$29,219,764 ","$53,365,925 ","$281,330 "
M2605,R2605,"$155,019,340 ","$188,377,907 ","$343,397,247 ","$38,457,003 "
M2606,R2606,"$11,052,958 ","$3,087,444 ","$14,140,402 ","$4,712,341 "
M2607,R2607,"$16,535,005 ","$3,000,000 ","$19,535,005 ","$5,300,980 "
M2608,R2608,"$3,885,134 ","$5,730,330 ","$9,615,464 ","$30,801 "
M2609,R2609,"$205,343,774 ","$153,514,350 ","$358,858,124 ","$48,745,440 "
M2610,R2610,"$186,336,279 ","$299,787,811 ","$486,124,090 ","$50,342,878 "
M2611,R2611,"$12,834,849 ","$339,577 ","$13,174,426 ","$5,538,835 "
M2612,R2612,"$4,710,455 ","$233,103,872 ","$237,814,327 ","$427,987 "
M2613,R2613,"$39,177,684 ","$30,248,282 ","$69,425,966 ","$12,582,088 "
M2614,R2614,"$3,681,066 ","$2,754,196 ","$6,435,262 ","$1,897,705 "
M2615,R2615,"$17,951,431 ","$4,910,354 ","$22,861,785 ","$5,738,448 "
M2616,R2616,"$33,201,661 ","$140,994,099 ","$174,195,760 ","$136,470 "
M2617,R2617,"$16,991,902 ","$2,325,863 ","$19,317,765 ","$6,018,636 "
M2618,R2618,"$37,904,175 ","$21,034,860 ","$58,939,035 ","$13,106,108 "
M2619,R2619,"$54,606 ","$4,261,891 ","$4,316,497 ","$7,495 "
M2620,R2620,"$30,059,386 ","$3,703,014 ","$33,762,400 ","$11,018,543 "
M2621,R2621,"$59,475,623 ","$36,674,859 ","$96,150,482 ","$21,406,781 "
M2622,R2622,"$44,540,956 ","$1,581,757 ","$46,122,713 ","$116,666 "
M2623,R2623,"$75,367,693 ","$132,726,857 ","$208,094,550 ","$21,727,611 "
M2624,R2624,"$57,712,751 ","$49,500,000 ","$107,212,751 ","$24,289,165 "
M2625,R2625,"$249,757,726 ","$539,834,982 ","$789,592,708 ","$93,687,367 "
M2626,R2626,"$8,886,160 ","$1,320,391 ","$10,206,551 ","$345,136 "
M2627,R2627,"$37,485,528 ","$12,356,903 ","$49,842,431 ","$10,985,597 "
M2628,R2628,"$242,704,995 ","$241,763,613 ","$484,468,608 ","$67,953,330 "
M2629,R2629,"$281,553,689 ","$457,023,240 ","$738,576,929 ","$91,774,413 "
M2630,R2630,"$15,325,127 ","$146,842 ","$15,471,969 ","$5,485,591 "
M2631,R2631,"$32,522,352 ","$14,848,839 ","$47,371,191 ","$2,314,646 "
M2632,R2632,"$28,946,615 ","$18,321,214 ","$47,267,829 ","$9,062,295 "
M2633,R2633,"$25,170,054 ","$2,562,312 ","$27,732,366 ","$7,145,950 "
M2634,R2634,"$80,048,433 ","$91,253,793 ","$171,302,226 ","$40,058,229 "
M2635,R2635,"$76,808,654 ","$83,439,151 ","$160,247,805 ","$23,007,725 "
M2636,R2636,"$4,775,656 ","$8,457,564 ","$13,233,220 ","$2,984,524 "
M2637,R2637,"$12,981,269 ","$267,175 ","$13,248,444 ","$4,251,320 "
M2638,R2638,"$26,890,041 ","$17,623,425 ","$44,513,466 ","$12,511,473 "
M2639,R2639,"$16,734,283 ","$13,203,626 ","$29,937,909 ","$6,741,530 "
M2640,R2640,"$3,766,810 ","$30,347,257 ","$34,114,067 ","$155,190 "
M2641,R2641,"$166,003 ","$1,084,614 ","$1,250,617 ","$59,581 "
M2642,R2642,"$45,802,315 ","$43,300,000 ","$89,102,315 ","$20,828,511 "
M2643,R2643,"$17,303,424 ","$49,352,514 ","$66,655,938 ","$7,601,379 "
M2644,R2644,"$19,367 ","$795,434 ","$814,801 ","$4,744 "
M2645,R2645,"$31,597,131 ","$20,626,175 ","$52,223,306 ","$321,515 "
M2646,R2646,"$10,103,647 ","$4,702,165 ","$14,805,812 ","$1,575,214 "
M2647,R2647,"$40,118,420 ","$11,500,000 ","$51,618,420 ","$14,169,455 "
M2648,R2648,"$141,930,000 ","$125,270,000 ","$267,200,000 ","$44,506,103 "
M2649,R2649,"$14,018,296 ","$2,567,207 ","$16,585,503 ","$151,642 "
M2650,R2650,"$85,846,296 ","$33,875,000 ","$119,721,296 ","$16,711,716 "
M2651,R2651,"$227,969,295 ","$180,281,283 ","$408,250,578 ","$60,116,619 "
M2652,R2652,"$217,536,138 ","$550,284,321 ","$767,820,459 ","$77,073,388 "
M2653,R2653,"$4,283,255 ","$23,327,618 ","$27,610,873 ","$1,921,838 "
M2654,R2654,"$6,408 ","$408,328 ","$414,736 ","$1,825 "
M2655,R2655,"$133,501,348 ","$265,886,397 ","$399,387,745 ","$47,743,273 "
M2656,R2656,"$8,117,637 ","$107,361 ","$8,224,998 ","$3,368,197 "
M2657,R2657,"$80,818,974 ","$37,718,653 ","$118,537,627 ","$22,224,982 "
M2658,R2658,"$3,688,560 ","$28,342,050 ","$32,030,610 ","$242,964 "
M2659,R2659,"$4,398,532 ","$22,839,822 ","$27,238,354 ","$112,521 "
M2660,R2660,"$25,031,037 ","$25,156,752 ","$50,187,789 ","$11,596,613 "
M2661,R2661,"$25,126,214 ","$37,100,000 ","$62,226,214 ","$10,025,203 "
M2662,R2662,"$61,649,911 ","$43,371,577 ","$105,021,488 ","$18,320,205 "
M2663,R2663,"$193,595,521 ","$362,964,045 ","$556,559,566 ","$47,224,594 "
M2664,R2664,"$158,119,460 ","$33,439,045 ","$191,558,505 ","$47,606,480 "
M2665,R2665,"$380,270,577 ","$468,728,300 ","$848,998,877 ","$108,435,841 "
M2666,R2666,"$56,607,223 ","$30,000,000 ","$86,607,223 ","$11,662,094 "
M2667,R2667,"$25,528,495 ","$36,569,000 ","$62,097,495 ","$7,209,345 "
M2668,R2668,"$13,264,986 ","$336,123 ","$13,601,109 ","$4,855,475 "
M2669,R2669,"$145,096,820 ","$141,403,180 ","$286,500,000 ","$45,117,985 "
M2670,R2670,"$96,522,687 ","$111,242,369 ","$207,765,056 ","$14,089,952 "
M2671,R2671,"$186,740,799 ","$369,099,318 ","$555,840,117 ","$68,743,584 "
M2672,R2672,"$441,226,247 ","$494,027,731 ","$935,253,978 ","$108,037,878 "
M2673,R2673,"$8,460,000 ","$17,453,869 ","$25,913,869 ","$461,363 "
M2674,R2674,"$104,148,781 ","$60,136,806 ","$164,285,587 ","$27,623,580 "
M2675,R2675,"$1,011,054 ","$136,817 ","$1,147,871 ","$33,287 "
M2676,R2676,"$42,734,455 ","$12,800,000 ","$55,534,455 ","$17,338,755 "
M2677,R2677,"$146,336,178 ","$39,568,572 ","$185,904,750 ","$31,832,636 "
M2678,R2678,"$68,353,550 ","$22,100,000 ","$90,453,550 ","$17,362,105 "
M2679,R2679,"$51,545,952 ","$51,290,050 ","$102,836,002 ","$21,241,456 "
M2680,R2680,"$36,843,682 ","$8,128,501 ","$44,972,183 ","$20,497,596 "
M2681,R2681,"$28,644,813 ","$24,342,941 ","$52,987,754 ","$123,513 "
M2682,R2682,"$73,178,547 ","$49,178,625 ","$122,357,172 ","$17,012,212 "
M2683,R2683,"$10,572,742 ","$160,167 ","$10,732,909 ","$5,314,278 "
M2684,R2684,"$42,670,410 ","$35,538,402 ","$78,208,812 ","$19,810,585 "
M2685,R2685,"$58,715,510 ","$56,434,914 ","$115,150,424 ","$21,058,173 "
M2686,R2686,"$64,956,806 ","$101,043,194 ","$166,000,000 ","$15,115,152 "
M2687,R2687,"$2,891,288 ","$378,840 ","$3,270,128 ","$80,682 "
M2688,R2688,"$213,117,789 ","$83,220,874 ","$296,338,663 ","$73,071,188 "
M2689,R2689,"$35,168,966 ","$30,547,160 ","$65,716,126 ","$12,778,459 "
M2690,R2690,"$17,266,505 ","$19,455,806 ","$36,722,311 ","$6,485,458 "
M2691,R2691,"$104,054,514 ","$79,300,000 ","$183,354,514 ","$22,079,481 "
M2692,R2692,"$16,298,046 ","$14,145,231 ","$30,443,277 ","$5,783,508 "
M2693,R2693,"$31,567,134 ","$46,067,901 ","$77,635,035 ","$11,478,360 "
M2694,R2694,"$26,910,736 ","$3,488,978 ","$30,399,714 ","$10,803,610 "
M2695,R2695,"$244,082,982 ","$217,547,576 ","$461,630,558 ","$60,119,509 "
M2696,R2696,"$71,724,497 ","$15,748,527 ","$87,473,024 ","$16,414,767 "
M2697,R2697,"$18,848,430 ","$110,994 ","$18,959,424 ","$6,011,585 "
M2698,R2698,"$46,982,632 ","$47,721,595 ","$94,704,227 ","$20,152,598 "
M2699,R2699,"$118,594,548 ","$27,000,000 ","$145,594,548 ","$33,014,202 "
M2700,R2700,"$47,003,582 ","$48,534,978 ","$95,538,560 ","$14,523,571 "
M2701,R2701,"$54,149,098 ","$41,946,920 ","$96,096,018 ","$24,255,205 "
M2702,R2702,"$19,661,987 ","$420,000 ","$20,081,987 ","$7,460,690 "
M2703,R2703,"$1,207,007 ","$5,624,062 ","$6,831,069 ","$578,224 "
M2704,R2704,"$82,931,301 ","$73,000,000 ","$155,931,301 ","$23,105,133 "
M2705,R2705,"$4,476,235 ","$12,090,000 ","$16,566,235 ","$1,911,358 "
M2706,R2706,"$52,842,724 ","$3,000,000 ","$55,842,724 ","$20,159,925 "
M2707,R2707,"$24,537,621 ","$24,500,000 ","$49,037,621 ","$10,900,901 "
M2708,R2708,"$47,398,413 ","$171,276,525 ","$218,674,938 ","$19,635,996 "
M2709,R2709,"$32,064,800 ","$38,000,000 ","$70,064,800 ","$12,077,236 "
M2710,R2710,"$226,164,286 ","$121,261,546 ","$347,425,832 ","$67,408,222 "
M2711,R2711,"$108,244,774 ","$57,090,000 ","$165,334,774 ","$22,862,269 "
M2712,R2712,"$10,049,886 ","$373,835,270 ","$383,885,156 ","$449,839 "
M2713,R2713,"$180,011,740 ","$182,200,000 ","$362,211,740 ","$68,532,960 "
M2714,R2714,"$214,949,694 ","$191,398,936 ","$406,348,630 ","$85,558,731 "
M2715,R2715,"$12,232,382 ","$279,935 ","$12,512,317 ","$5,088,577 "
M2716,R2716,"$3,816,594 ","$371,440 ","$4,188,034 ","$2,108,796 "
M2717,R2717,"$220,944 ","$19,081 ","$240,025 ","$123,087 "
M2718,R2718,"$61,280,963 ","$24,630,263 ","$85,911,226 ","$17,515,050 "
M2719,R2719,"$44,737,059 ","$5,317,452 ","$50,054,511 ","$11,039,214 "
M2720,R2720,"$38,168,022 ","$68,316 ","$38,236,338 ","$11,053,832 "
M2721,R2721,"$29,374,178 ","$11,061,516 ","$40,435,694 ","$9,413,684 "
M2722,R2722,"$37,752,931 ","$52,964,753 ","$90,717,684 ","$10,987,006 "
M2723,R2723,"$30,259,652 ","$7,400,000 ","$37,659,652 ","$12,292,121 "
M2724,R2724,"$28,436,931 ","$5,000,000 ","$33,436,931 ","$9,537,123 "
M2725,R2725,"$190,418,803 ","$251,349,000 ","$441,767,803 ","$52,148,751 "
M2726,R2726,"$51,432,423 ","$11,000,000 ","$62,432,423 ","$12,179,420 "
M2727,R2727,"$126,293,452 ","$44,976,083 ","$171,269,535 ","$37,162,787 "
M2728,R2728,"$7,314,027 ","$9,196,944 ","$16,510,971 ","$3,667,420 "
M2729,R2729,"$90,710,620 ","$88,000,000 ","$178,710,620 ","$40,222,875 "
M2730,R2730,"$37,384,046 ","$61,626,621 ","$99,010,667 ","$9,684,809 "
M2731,R2731,"$20,804,166 ","$16,662,372 ","$37,466,538 ","$9,686,362 "
M2732,R2732,"$47,852,604 ","$36,294,228 ","$84,146,832 ","$17,558,689 "
M2733,R2733,"$12,559,771 ","$645,640 ","$13,205,411 ","$5,674,802 "
M2734,R2734,"$16,574,590 ","$4,040,071 ","$20,614,661 ","$7,842,725 "
M2735,R2735,"$13,610,521 ","$6,678,253 ","$20,288,774 ","$248,552 "
M2736,R2736,"$26,873,932 ","$44,200,000 ","$71,073,932 ","$12,712,272 "
M2737,R2737,"$304,124 ","$957,668 ","$1,261,792 ","$28,327 "
M2738,R2738,"$51,019,112 ","$51,727,102 ","$102,746,214 ","$21,103,203 "
M2739,R2739,"$55,334,418 ","$45,838,620 ","$101,173,038 ","$9,107,071 "
M2740,R2740,"$21,835,784 ","$20,085,806 ","$41,921,590 ","$7,576,593 "
M2741,R2741,"$226,792 ","$1,924,306 ","$2,151,098 ","$113,512 "
M2742,R2742,"$3,067,312 ","$672,718 ","$3,740,030 ","$156,724 "
M2743,R2743,"$450,594 ","$27,099 ","$477,693 ","$60,029 "
M2744,R2744,"$93,607,673 ","$67,040,820 ","$160,648,493 ","$30,181,877 "
M2745,R2745,"$71,069,884 ","$42,472,207 ","$113,542,091 ","$19,018,807 "
M2746,R2746,"$181,166,115 ","$184,733,885 ","$365,900,000 ","$50,771,645 "
M2747,R2747,"$96,493,426 ","$45,315,809 ","$141,809,235 ","$20,377,426 "
M2748,R2748,"$5,308,707 ","$167,353 ","$5,476,060 ","$118,003 "
M2749,R2749,"$881,824 ","$500,000 ","$1,381,824 ","$47,502 "
M2750,R2750,"$32,131,830 ","$53,000,000 ","$85,131,830 ","$11,408,853 "
M2751,R2751,"$71,277,420 ","$69,911,681 ","$141,189,101 ","$20,503,356 "
M2752,R2752,"$93,375,151 ","$107,324,849 ","$200,700,000 ","$21,707,617 "
M2753,R2753,"$133,298,577 ","$349,853,463 ","$483,152,040 ","$46,865,412 "
M2754,R2754,"$11,529,368 ","$10,704,440 ","$22,233,808 ","$516,641 "
M2755,R2755,"$14,018,364 ","$7,138,351 ","$21,156,715 ","$5,962,106 "
M2756,R2756,"$120,150,546 ","$180,000,000 ","$300,150,546 ","$51,748,040 "
M2757,R2757,"$52,131,264 ","$29,987,772 ","$82,119,036 ","$16,225,263 "
M2758,R2758,"$11,689,053 ","$27,445,930 ","$39,134,983 ","$33,128 "
M2759,R2759,"$12,212,417 ","$757,984 ","$12,970,401 ","$4,563,588 "
M2760,R2760,"$181,655 ","$4,366,850 ","$4,548,505 ","$33,731 "
M2761,R2761,"$34,308,901 ","$190,303 ","$34,499,204 ","$12,618,159 "
M2762,R2762,"$67,383,924 ","$3,848,290 ","$71,232,214 ","$16,300,155 "
M2763,R2763,"$17,583,468 ","$921,071 ","$18,504,539 ","$2,112,140 "
M2764,R2764,"$6,126,237 ","$6,531,140 ","$12,657,377 ","$2,404,557 "
M2765,R2765,"$23,010,607 ","$3,911,885 ","$26,922,492 ","$8,653,542 "
M2766,R2766,"$90,454,043 ","$38,420,000 ","$128,874,043 ","$18,093,776 "
M2767,R2767,"$60,786,269 ","$53,130,205 ","$113,916,474 ","$17,319,282 "
M2768,R2768,"$123,307,945 ","$43,000,000 ","$166,307,945 ","$42,518,830 "
M2769,R2769,"$145,771,527 ","$100,028,473 ","$245,800,000 ","$35,260,212 "
M2770,R2770,"$132,024,714 ","$226,800,000 ","$358,824,714 ","$35,677,125 "
M2771,R2771,"$13,571,817 ","$200,000 ","$13,771,817 ","$5,474,270 "
M2772,R2772,"$153,294,164 ","$123,000,000 ","$276,294,164 ","$54,155,312 "
M2773,R2773,"$40,914,068 ","$36,714,197 ","$77,628,265 ","$14,520,412 "
M2774,R2774,"$121,468,960 ","$92,888,411 ","$214,357,371 ","$27,118,640 "
M2775,R2775,"$69,586,544 ","$4,240,224 ","$73,826,768 ","$16,167,412 "
M2776,R2776,"$30,157,016 ","$39,000,000 ","$69,157,016 ","$11,007,367 "
M2777,R2777,"$4,055 ","$1,734,608 ","$1,738,663 ","$2,453 "
M2778,R2778,"$22,495,466 ","$33,000,000 ","$55,495,466 ","$7,031,921 "
M2779,R2779,"$13,368,437 ","$4,741,715 ","$18,110,152 ","$589,332 "
M2780,R2780,"$59,843,754 ","$5,219,972 ","$65,063,726 ","$19,656,429 "
M2781,R2781,"$195,330,621 ","$456,568,661 ","$651,899,282 ","$68,033,544 "
M2782,R2782,"$7,802,450 ","$5,127,893 ","$12,930,343 ","$3,880,270 "
M2783,R2783,"$2,201,923 ","$90,416,194 ","$92,618,117 ","$314,488 "
M2784,R2784,"$33,080,084 ","$50,000,000 ","$83,080,084 ","$13,395,610 "
M2785,R2785,"$210,614,939 ","$243,546,996 ","$454,161,935 ","$70,885,301 "
M2786,R2786,"$168,213,584 ","$85,341,799 ","$253,555,383 ","$39,699,023 "
M2787,R2787,"$9,396,870 ","$1,554,283 ","$10,951,153 ","$4,143,199 "
M2788,R2788,"$20,342,161 ","$1,509,201 ","$21,851,362 ","$10,273,477 "
M2789,R2789,"$35,193,167 ","$42,400,000 ","$77,593,167 ","$14,602,867 "
M2790,R2790,"$72,708,161 ","$90,045,676 ","$162,753,837 ","$22,822,455 "
M2791,R2791,"$65,233,369 ","$43,942,304 ","$109,175,673 ","$23,507,007 "
M2792,R2792,"$78,616,689 ","$157,283,311 ","$235,900,000 ","$29,352,630 "
M2793,R2793,"$16,929,123 ","$3,000,000 ","$19,929,123 ","$4,715,060 "
M2794,R2794,"$112,950,721 ","$63,151,000 ","$176,101,721 ","$25,037,039 "
M2795,R2795,"$144,512,310 ","$61,946,062 ","$206,458,372 ","$40,089,015 "
M2796,R2796,"$131,144,183 ","$142,186,002 ","$273,330,185 ","$47,735,743 "
M2797,R2797,"$86,047,227 ","$44,667,242 ","$130,714,469 ","$24,432,195 "
M2798,R2798,"$17,848,322 ","$12,091,269 ","$29,939,591 ","$6,728,905 "
M2799,R2799,"$14,334,645 ","$2,539,280 ","$16,873,925 ","$6,800,617 "
M2800,R2800,"$13,548,322 ","$1,017,924 ","$14,566,246 ","$6,160,886 "
M2801,R2801,"$77,906,816 ","$53,061,763 ","$130,968,579 ","$22,751,490 "
M2802,R2802,"$57,139,723 ","$40,518,989 ","$97,658,712 ","$21,054,238 "
M2803,R2803,"$33,664,370 ","$20,869,404 ","$54,533,774 ","$13,834,527 "
M2804,R2804,"$28,013,509 ","$133,722,282 ","$161,735,791 ","$9,134,085 "
M2805,R2805,"$12,634,962 ","$4,370,504 ","$17,005,466 ","$3,460,666 "
M2806,R2806,"$135,560,942 ","$59,923,610 ","$195,484,552 ","$42,220,847 "
M2807,R2807,"$35,990,505 ","$1,226,138 ","$37,216,643 ","$11,434,964 "
M2808,R2808,"$155,464,351 ","$133,229,638 ","$288,693,989 ","$29,702,959 "
M2809,R2809,"$26,500,000 ","$17,297,731 ","$43,797,731 ","$11,019,224 "
M2810,R2810,"$157,299,717 ","$139,572,650 ","$296,872,367 ","$54,471,475 "
M2811,R2811,"$38,230,435 ","$2,565,710 ","$40,796,145 ","$12,037,685 "
M2812,R2812,"$118,471,320 ","$75,028,680 ","$193,500,000 ","$31,178,526 "
M2813,R2813,"$313,436 ","$85,601 ","$399,037 ","$9,606 "
M2814,R2814,"$73,215,310 ","$33,300,000 ","$106,515,310 ","$17,770,036 "
M2815,R2815,"$67,263,182 ","$46,359,317 ","$113,622,499 ","$20,930,169 "
M2816,R2816,"$8,378,141 ","$289,068 ","$8,667,209 ","$398,662 "
M2817,R2817,"$40,803,000 ","$89,956,651 ","$130,759,651 ","$8,557,630 "
M2818,R2818,"$310,676,740 ","$346,018,875 ","$656,695,615 ","$80,027,814 "
M2819,R2819,"$406,035 ","$1,434,213 ","$1,840,248 ","$26,236 "
M2820,R2820,"$5,946,136 ","$29,471,026 ","$35,417,162 ","$3,201,420 "
M2821,R2821,"$2,075,743 ","$2,168,253 ","$4,243,996 ","$83,574 "
M2822,R2822,"$23,086,480 ","$101,026 ","$23,187,506 ","$10,726,406 "
M2823,R2823,"$88,634,237 ","$97,164,028 ","$185,798,265 ","$28,954,945 "
M2824,R2824,"$70,511,035 ","$59,703,127 ","$130,214,162 ","$25,642,640 "
M2825,R2825,"$11,003,643 ","$137,570 ","$11,141,213 ","$4,454,319 "
M2826,R2826,"$23,618,786 ","$58,123,832 ","$81,742,618 ","$5,848,464 "
M2827,R2827,"$115,802,596 ","$113,742,993 ","$229,545,589 ","$45,388,836 "
M2828,R2828,"$82,234,139 ","$55,750,649 ","$137,984,788 ","$22,564,612 "
M2829,R2829,"$50,572,589 ","$95,624,296 ","$146,196,885 ","$13,623,630 "
