movie_id,movie_title,production_budget
M1893,Oz the Great and Powerful,"$200,000,000 "
M1894,The Guardian,"$70,000,000 "
M1895,The Last King of Scotland,"$6,000,000 "
M1896,La science des rÃªves,"$6,000,000 "
M1897,Renaissance,"$18,000,000 "
M1898,Jackass: Number Two,"$11,000,000 "
M1899,Flyboys,"$60,000,000 "
M1900,Hodejegerne,"$5,250,000 "
M1901,The Hunger Games,"$80,000,000 "
M1902,John Carter,"$263,700,000 "
M1903,Tim and Eric's Billion Dollar Movie,"$3,000,000 "
M1904,Project X,"$12,000,000 "
M1905,Aloft,"$8,000,000 "
M1906,The Boy Next Door,"$4,000,000 "
M1907,Mortdecai,"$60,000,000 "
M1908,Ex Machina,"$13,000,000 "
M1909,The Wedding Ringer,"$23,000,000 "
M1910,Testament of Youth,"$10,000,000 "
M1911,The Forest,"$10,000,000 "
M1912,Friend Request,"$9,900,000 "
M1913,10 Cloverfield Lane,"$15,000,000 "
M1914,Stardust,"$70,000,000 "
M1915,Rush Hour 3,"$180,000,000 "
M1916,Daddy Day Camp,"$6,000,000 "
M1917,Hot Rod,"$25,000,000 "
M1918,North Country,"$30,000,000 "
M1919,"Kiss Kiss, Bang Bang","$15,000,000 "
M1920,Doom,"$70,000,000 "
M1921,Dreamer: Inspired by a True Story,"$32,000,000 "
M1922,Where the Truth Lies,"$25,000,000 "
M1923,The Fog,"$18,000,000 "
M1924,Elizabethtown,"$54,000,000 "
M1925,Waiting...,"$1,125,000 "
M1926,Shall We Dance?,"$40,000,000 "
M1927,Team America: World Police,"$20,000,000 "
M1928,Friday Night Lights,"$30,000,000 "
M1929,Primer,"$7,000 "
M1930,Mystic River,"$30,000,000 "
M1931,Wonderland,"$5,500,000 "
M1932,School of Rock,"$20,000,000 "
M1933,The Station Agent,"$500,000 "
M1934,Out of Time,"$50,000,000 "
M1935,Foolproof,"$5,800,000 "
M1936,Under the Tuscan Sun,"$18,000,000 "
M1937,The Rundown,"$85,000,000 "
M1938,My Life Without Me,"$2,500,000 "
M1939,Luther,"$35,000,000 "
M1940,Duplex,"$40,000,000 "
M1941,Traffic,"$48,000,000 "
M1942,Thirteen Days,"$80,000,000 "
M1943,Standard Operating Procedure,"$5,000,000 "
M1944,Harold & Kumar Escape from Guantanamo Bay,"$12,000,000 "
M1945,Rogue,"$23,000,000 "
M1946,Deception,"$25,000,000 "
M1947,Baby Mama,"$30,000,000 "
M1948,My Life in Ruins,"$17,000,000 "
M1949,Land of the Lost,"$100,000,000 "
M1950,Away We Go,"$21,000,000 "
M1951,The Hangover,"$35,000,000 "
M1952,Up,"$175,000,000 "
M1953,Drag Me To Hell,"$30,000,000 "
M1954,Hanna,"$30,000,000 "
M1955,Arthur,"$40,000,000 "
M1956,Source Code,"$32,000,000 "
M1957,Rubber,"$500,000 "
M1958,Super,"$2,500,000 "
M1959,Insidious,"$1,500,000 "
M1960,Haevnen,"$5,500,000 "
M1961,Hop,"$63,000,000 "
M1962,Please Give,"$3,000,000 "
M1963,A Nightmare on Elm Street,"$35,000,000 "
M1964,Housefull,"$10,100,000 "
M1965,Harry Brown,"$7,300,000 "
M1966,Furry Vengeance,"$35,000,000 "
M1967,The Losers,"$25,000,000 "
M1968,The Back-up Plan,"$35,000,000 "
M1969,Pompeii,"$80,000,000 "
M1970,3 Days to Kill,"$28,000,000 "
M1971,Mr. Peabody & Sherman,"$145,000,000 "
M1972,Winterâ€™s Tale,"$60,000,000 "
M1973,Spring Breakers,"$5,000,000 "
M1974,Dead Man Down,"$30,000,000 "
M1975,Phantom,"$18,000,000 "
M1976,Confessions of a Dangerous Mind,"$29,000,000 "
M1977,The Last Exorcism Part II,"$4,000,000 "
M1978,The Hours,"$25,000,000 "
M1979,The Pianist,"$35,000,000 "
M1980,Chicago,"$30,000,000 "
M1981,Catch Me if You Can,"$52,000,000 "
M1982,The Wild Thornberrys Movie,"$25,000,000 "
M1983,Pinocchio,"$45,000,000 "
M1984,Two Weeks Notice,"$60,000,000 "
M1985,The Queen,"$15,000,000 "
M1986,Gridiron Gang,"$30,000,000 "
M1987,The Black Dahlia,"$60,000,000 "
M1988,Tom yum goong,"$5,700,000 "
M1989,Sherrybaby,"$2,000,000 "
M1990,Dr. Seussâ€™ The Lorax,"$67,500,000 "
M1991,Tyler Perry's Good Deeds,"$14,000,000 "
M1992,Wanderlust,"$32,500,000 "
M1993,Gone,"$19,000,000 "
M1994,The Best Exotic Marigold Hotel,"$10,000,000 "
M1995,Act of Valor,"$12,000,000 "
M1996,Still Alice,"$5,000,000 "
M1997,Ghost Rider: Spirit of Vengeance,"$57,000,000 "
M1998,The Bourne Ultimatum,"$130,000,000 "
M1999,Becoming Jane,"$16,500,000 "
M2000,No Reservations,"$28,000,000 "
M2001,The Simpsons Movie,"$72,500,000 "
M2002,"Good Night, and Good Luck","$7,000,000 "
M2003,2 For the Money,"$20,000,000 "
M2004,Wallace & Gromit: The Curse of the Were-Rabbit,"$30,000,000 "
M2005,Serenity,"$39,000,000 "
M2006,Ladder 49,"$60,000,000 "
M2007,Into the Blue,"$50,000,000 "
M2008,I Heart Huckabees,"$22,000,000 "
M2009,Shaun of the Dead,"$5,000,000 "
M2010,Underworld,"$22,000,000 "
M2011,The Forgotten,"$50,000,000 "
M2012,Secondhand Lions,"$30,000,000 "
M2013,Once Upon a Time in Mexico,"$29,000,000 "
M2014,Lost in Translation,"$4,000,000 "
M2015,"O Brother, Where Art Thou?","$26,000,000 "
M2016,Cabin Fever,"$1,500,000 "
M2017,Miss Congeniality,"$45,000,000 "
M2018,The Family Man,"$60,000,000 "
M2019,Cast Away,"$85,000,000 "
M2020,The Gift,"$10,000,000 "
M2021,Finding Forrester,"$43,000,000 "
M2022,What Women Want,"$65,000,000 "
M2023,"Dude, Where's My Car?","$13,000,000 "
M2024,Chocolat,"$25,000,000 "
M2025,Forgetting Sarah Marshall,"$30,000,000 "
M2026,The Forbidden Kingdom,"$55,000,000 "
M2027,The Emperor's New Groove,"$100,000,000 "
M2028,88 Minutes,"$30,000,000 "
M2029,The Visitor,"$4,000,000 "
M2030,Street Kings,"$20,000,000 "
M2031,Prom Night,"$18,000,000 "
M2032,Night at the Museum: Battle of the Smithsonian,"$150,000,000 "
M2033,Dance Flick,"$25,000,000 "
M2034,Terminator Salvation,"$200,000,000 "
M2035,Easy Virtue,"$14,000,000 "
M2036,Angels & Demons,"$150,000,000 "
M2037,The Brothers Bloom,"$20,000,000 "
M2038,Star Trek,"$140,000,000 "
M2039,Next Day Air,"$3,000,000 "
M2040,Sucker Punch,"$75,000,000 "
M2041,Diary of a Wimpy Kid: Rodrick Rules,"$18,000,000 "
M2042,Win Win,"$5,000,000 "
M2043,Paul,"$40,000,000 "
M2044,The Lincoln Lawyer,"$40,000,000 "
M2045,Limitless,"$27,000,000 "
M2046,El secreto de sus ojos,"$3,500,000 "
M2047,Oceans,"$80,000,000 "
M2048,The Perfect Game,"$12,500,000 "
M2049,Kick-Ass,"$28,000,000 "
M2050,Death at a Funeral,"$21,000,000 "
M2051,The Square,"$1,900,000 "
M2052,The City of Your Final Destination,"$8,300,000 "
M2053,Letters to God,"$3,000,000 "
M2054,Endless Love,"$20,000,000 "
M2055,RoboCop,"$120,000,000 "
M2056,About Last Night,"$13,000,000 "
M2057,The Monuments Men,"$70,000,000 "
M2058,21 and Over,"$13,000,000 "
M2059,Stoker,"$12,000,000 "
M2060,Jack the Giant Slayer,"$195,000,000 "
M2061,Snitch,"$15,000,000 "
M2062,Antwone Fisher,"$12,500,000 "
M2063,Gangs of New York,"$97,000,000 "
M2064,25th Hour,"$4,500,000 "
M2065,Star Trek: Nemesis,"$60,000,000 "
M2066,The Lord of the Rings: The Two Towers,"$94,000,000 "
M2067,Maid in Manhattan,"$55,000,000 "
M2068,About Schmidt,"$30,000,000 "
M2069,Equilibrium,"$20,000,000 "
M2070,Drumline,"$20,000,000 "
M2071,The Covenant,"$20,000,000 "
M2072,Idiocracy,"$2,400,000 "
M2073,Crank,"$12,000,000 "
M2074,Old Joy,"$300,000 "
M2075,Invincible,"$40,000,000 "
M2076,This Means War,"$65,000,000 "
M2077,Escobar: Paradise Lost,"$17,000,000 "
M2078,Blackhat,"$70,000,000 "
M2079,Selma,"$20,000,000 "
M2080,I Now Pronounce You Chuck and Larry,"$85,000,000 "
M2081,Hairspray,"$75,000,000 "
M2082,Harry Potter and the Order of the Phoenix,"$150,000,000 "
M2083,The Greatest Game Ever Played,"$25,000,000 "
M2084,Roll Bounce,"$10,000,000 "
M2085,Capote,"$7,000,000 "
M2086,A History of Violence,"$32,000,000 "
M2087,Flightplan,"$55,000,000 "
M2088,I Am Sam,"$22,000,000 "
M2089,Corpse Bride,"$30,000,000 "
M2090,First Daughter,"$30,000,000 "
M2091,Shark Tale,"$75,000,000 "
M2092,Wimbledon,"$35,000,000 "
M2093,Sky Captain and the World of Tomorrow,"$70,000,000 "
M2094,Kung Fu Hustle,"$20,000,000 "
M2095,The Order,"$35,000,000 "
M2096,Dickie Roberts: Former Child Star,"$17,000,000 "
M2097,Undead,"$750,000 "
M2098,Party Monster,"$5,000,000 "
M2099,Jeepers Creepers 2,"$25,000,000 "
M2100,Vertical Limit,"$75,000,000 "
M2101,Proof of Life,"$65,000,000 "
M2102,Snatch,"$10,000,000 "
M2103,"Crouching Tiger, Hidden Dragon","$15,000,000 "
M2104,Panic,"$1,000,000 "
M2105,Taken,"$25,000,000 "
M2106,Unbreakable,"$73,243,106 "
M2107,Nim's Island,"$37,000,000 "
M2108,Shine a Light,"$1,000,000 "
M2109,The Ruins,"$25,000,000 "
M2110,Leatherheads,"$58,000,000 "
M2111,Stop-Loss,"$25,000,000 "
M2112,Superhero Movie,"$35,000,000 "
M2113,Adoration,"$4,000,000 "
M2114,"Run, Fatboy, Run","$10,000,000 "
M2115,X-Men Origins: Wolverine,"$150,000,000 "
M2116,The Soloist,"$60,000,000 "
M2117,Obsessed,"$20,000,000 "
M2118,Mars Needs Moms,"$150,000,000 "
M2119,Red Riding Hood,"$42,000,000 "
M2120,Battle: Los Angeles,"$70,000,000 "
M2121,Date Night,"$55,000,000 "
M2122,Why Did I Get Married Too?,"$20,000,000 "
M2123,After.Life,"$4,500,000 "
M2124,The Last Song,"$20,000,000 "
M2125,Clash of the Titans,"$125,000,000 "
M2126,How to Train Your Dragon,"$165,000,000 "
M2127,The Lego Movie,"$60,000,000 "
M2128,That Awkward Moment,"$8,000,000 "
M2129,Labor Day,"$18,000,000 "
M2130,Dark Skies,"$3,500,000 "
M2131,Analyze That,"$60,000,000 "
M2132,Escape From Planet Earth,"$40,000,000 "
M2133,Treasure Planet,"$100,000,000 "
M2134,They,"$17,000,000 "
M2135,The Quiet American,"$20,000,000 "
M2136,Extreme Ops,"$40,000,000 "
M2137,Friday After Next,"$10,000,000 "
M2138,The Emperor's Club,"$12,500,000 "
M2139,Die Another Day,"$142,000,000 "
M2140,Beerfest,"$17,500,000 "
M2141,Snakes on a Plane,"$33,000,000 "
M2142,The Illusionist,"$16,500,000 "
M2143,Step Up,"$12,000,000 "
M2144,Pulse,"$20,500,000 "
M2145,The Vow,"$30,000,000 "
M2146,A Little Bit of Heaven,"$12,500,000 "
M2147,Safe House,"$85,000,000 "
M2148,The Woman in Black,"$15,000,000 "
M2149,Movie 43,"$10,000,000 "
M2150,The Innkeepers,"$750,000 "
M2151,License to Wed,"$35,000,000 "
M2152,Rescue Dawn,"$10,000,000 "
M2153,Transformers,"$151,000,000 "
M2154,Evening,"$30,000,000 "
M2155,Ratatouille,"$150,000,000 "
M2156,Live Free or Die Hard,"$110,000,000 "
M2157,You Kill Me,"$4,000,000 "
M2158,Sicko,"$9,000,000 "
M2159,A Mighty Heart,"$15,000,000 "
M2160,Evan Almighty,"$175,000,000 "
M2161,Proof,"$20,000,000 "
M2162,Lord of War,"$42,000,000 "
M2163,Cry Wolf,"$1,000,000 "
M2164,Just Like Heaven,"$58,000,000 "
M2165,Monster's Ball,"$4,000,000 "
M2166,Black Hawk Down,"$95,000,000 "
M2167,Kate and Leopold,"$48,000,000 "
M2168,The Shipping News,"$35,000,000 "
M2169,Ali,"$109,000,000 "
M2170,The Majestic,"$72,000,000 "
M2171,Joe Somebody,"$38,000,000 "
M2172,Jimmy Neutron: Boy Genius,"$25,000,000 "
M2173,A Beautiful Mind,"$78,000,000 "
M2174,The Royal Tenenbaums,"$28,000,000 "
M2175,Vanilla Sky,"$70,000,000 "
M2176,Not Another Teen Movie,"$15,000,000 "
M2177,The Lord of the Rings: The Fellowship of the Ring,"$93,000,000 "
M2178,Iris,"$5,500,000 "
M2179,Resident Evil: Apocalypse,"$50,000,000 "
M2180,Wicker Park,"$30,000,000 "
M2181,Cellular,"$45,000,000 "
M2182,Tae Guik Gi: The Brotherhood of War,"$12,500,000 "
M2183,Paparazzi,"$20,000,000 "
M2184,Suspect Zero,"$27,000,000 "
M2185,Vanity Fair,"$23,000,000 "
M2186,Superbabies: Baby Geniuses 2,"$20,000,000 "
M2187,My Boss's Daughter,"$14,000,000 "
M2188,Thirteen,"$2,000,000 "
M2189,Open Range,"$26,000,000 "
M2190,Freddy vs. Jason,"$25,000,000 "
M2191,American Splendor,"$2,000,000 "
M2192,S.W.A.T.,"$70,000,000 "
M2193,Rugrats in Paris,"$30,000,000 "
M2194,How the Grinch Stole Christmas,"$123,000,000 "
M2195,Bounce,"$35,000,000 "
M2196,The 6th Day,"$82,000,000 "
M2197,Red Planet,"$80,000,000 "
M2198,Men of Honor,"$32,000,000 "
M2199,21,"$35,000,000 "
M2200,Shutter,"$8,000,000 "
M2201,Drillbit Taylor,"$40,000,000 "
M2202,Fighting,"$25,000,000 "
M2203,Home,"$500,000 "
M2204,Earth,"$47,000,000 "
M2205,State of Play,"$60,000,000 "
M2206,Crank 2: High Voltage,"$20,000,000 "
M2207,17 Again,"$40,000,000 "
M2208,Rango,"$135,000,000 "
M2209,Take Me Home Tonight,"$19,000,000 "
M2210,Akmareul Boatda,"$6,000,000 "
M2211,The Adjustment Bureau,"$50,200,000 "
M2212,Beastly,"$17,000,000 "
M2213,Hall Pass,"$68,000,000 "
M2214,Chloe,"$13,000,000 "
M2215,Hot Tub Time Machine,"$36,000,000 "
M2216,Repo Men,"$32,000,000 "
M2217,The Runaways,"$9,500,000 "
M2218,City Island,"$6,000,000 "
M2219,Diary of a Wimpy Kid,"$15,000,000 "
M2220,The Bounty Hunter,"$45,000,000 "
M2221,"I, Frankenstein","$65,000,000 "
M2222,Beautiful Creatures,"$50,000,000 "
M2223,Safe Haven,"$28,000,000 "
M2224,Side Effects,"$30,000,000 "
M2225,ABCD,"$1,900,000 "
M2226,Identity Thief,"$35,000,000 "
M2227,A Good Day to Die Hard,"$92,000,000 "
M2228,Harry Potter and the Chamber of Secrets,"$100,000,000 "
M2229,Ararat,"$15,500,000 "
M2230,Half Past Dead,"$25,000,000 "
M2231,Far From Heaven,"$13,500,000 "
M2232,8 Mile,"$41,000,000 "
M2233,Half Nelson,"$700,000 "
M2234,World Trade Center,"$65,000,000 "
M2235,Conversations with Other Women,"$450,000 "
M2236,Talladega Nights: The Ballad of Ricky Bobby,"$73,000,000 "
M2237,The Descent,"$7,000,000 "
M2238,Big Miracle,"$40,000,000 "
M2239,Journey 2: The Mysterious Island,"$79,000,000 "
M2240,Chronicle,"$12,000,000 "
M2241,One for the Money,"$42,000,000 "
M2242,Man on a Ledge,"$42,000,000 "
M2243,The Grey,"$25,000,000 "
M2244,Taken 3,"$48,000,000 "
M2245,1408,"$22,500,000 "
M2246,Nancy Drew,"$20,000,000 "
M2247,Fantastic Four: Rise of the Silver Surfer,"$120,000,000 "
M2248,The Man,"$20,000,000 "
M2249,The Exorcism of Emily Rose,"$18,000,000 "
M2250,The Constant Gardener,"$25,500,000 "
M2251,A Sound of Thunder,"$80,000,000 "
M2252,No Man's Land,"$1,000,000 "
M2253,Ocean's Eleven,"$85,000,000 "
M2254,Sidewalks of New York,"$1,000,000 "
M2255,Spy Game,"$90,000,000 "
M2256,Out Cold,"$11,000,000 "
M2257,Anacondas: The Hunt for the Blood Orchid,"$25,000,000 "
M2258,Without a Paddle,"$30,000,000 "
M2259,Exorcist: The Beginning,"$78,000,000 "
M2260,Freaky Friday,"$26,000,000 "
M2261,American Wedding,"$55,000,000 "
M2262,Seabiscuit,"$86,000,000 "
M2263,Spy Kids 3-D: Game Over,"$40,000,000 "
M2264,Lara Croft: Tomb Raider: The Cradle of Life,"$90,000,000 "
M2265,Little Nicky,"$80,000,000 "
M2266,Charlie's Angels,"$90,000,000 "
M2267,The Legend of Bagger Vance,"$60,000,000 "
M2268,La misma luna,"$1,700,000 "
M2269,Never Back Down,"$21,000,000 "
M2270,Horton Hears a Who,"$85,000,000 "
M2271,Funny Games,"$15,000,000 "
M2272,Doomsday,"$33,000,000 "
M2273,Observe and Report,"$18,000,000 "
M2274,Dragonball Evolution,"$30,000,000 "
M2275,Hannah Montana: The Movie,"$30,000,000 "
M2276,Adventureland,"$9,800,000 "
M2277,Drive Angry,"$50,000,000 "
M2278,Des Hommes et Des Dieux,"$5,000,000 "
M2279,Unknown,"$40,000,000 "
M2280,I am Number Four,"$50,000,000 "
M2281,"Big Mommas: Like Father, Like Son","$32,000,000 "
M2282,Our Family Wedding,"$14,000,000 "
M2283,Remember Me,"$16,000,000 "
M2284,She's Out of My League,"$20,000,000 "
M2285,Green Zone,"$100,000,000 "
M2286,The Secret of Kells,"$8,000,000 "
M2287,Alice in Wonderland,"$200,000,000 "
M2288,Brooklyn's Finest,"$17,000,000 "
M2289,Un ProphÃ¨te,"$13,000,000 "
M2290,Ride Along,"$25,000,000 "
M2291,The Nut Job,"$30,000,000 "
M2292,Jack Ryan: Shadow Recruit,"$60,000,000 "
M2293,O Menino e o Mundo,"$500,000 "
M2294,Devil's Due,"$7,000,000 "
M2295,The Gatekeepers,"$1,500,000 "
M2296,Warm Bodies,"$30,000,000 "
M2297,Bullet to the Head,"$55,000,000 "
M2298,Parker,"$35,000,000 "
M2299,Hansel & Gretel: Witch Hunters,"$50,000,000 "
M2300,The Santa Clause 2,"$65,000,000 "
M2301,I Spy,"$70,000,000 "
M2302,Jackass: The Movie,"$2,000,000 "
M2303,Ghost Ship,"$20,000,000 "
M2304,Frida,"$12,000,000 "
M2305,All or Nothing,"$9,000,000 "
M2306,Scoop,"$4,000,000 "
M2307,Barnyard: The Original Party Animals,"$51,000,000 "
M2308,Miami Vice,"$135,000,000 "
M2309,The Ant Bully,"$45,000,000 "
M2310,Little Miss Sunshine,"$8,000,000 "
M2311,My Super Ex-Girlfriend,"$30,000,000 "
M2312,Monster House,"$75,000,000 "
M2313,Clerks II,"$5,000,000 "
M2314,Lady in the Water,"$75,000,000 "
M2315,Underworld: Awakening,"$70,000,000 "
M2316,Jin lÃ­ng shÃ­ san chai,"$100,000,000 "
M2317,Haywire,"$23,000,000 "
M2318,Red Tails,"$58,000,000 "
M2319,Coriolanus,"$10,000,000 "
M2320,We Need to Talk About Kevin,"$7,000,000 "
M2321,Surfâ€™s Up,"$100,000,000 "
M2322,La MÃ´me,"$15,500,000 "
M2323,Hostel: Part II,"$7,500,000 "
M2324,Ocean's Thirteen,"$85,000,000 "
M2325,Knocked Up,"$27,500,000 "
M2326,Gracie,"$9,000,000 "
M2327,The Brothers Grimm,"$80,000,000 "
M2328,The Cave,"$30,000,000 "
M2329,Valiant,"$35,000,000 "
M2330,Red Eye,"$26,000,000 "
M2331,The 40 Year-old Virgin,"$26,000,000 "
M2332,Supercross,"$30,000,000 "
M2333,The Skeleton Key,"$40,000,000 "
M2334,The Great Raid,"$60,000,000 "
M2335,Four Brothers,"$30,000,000 "
M2336,Deuce Bigalow: European Gigolo,"$22,000,000 "
M2337,Novocaine,"$6,000,000 "
M2338,Harry Potter and the Sorcererâ€™s Stone,"$125,000,000 "
M2339,Heist,"$35,000,000 "
M2340,"Monsters, Inc.","$115,000,000 "
M2341,Yu-Gi-Oh,"$20,000,000 "
M2342,Domestic Disturbance,"$53,000,000 "
M2343,The Princess Diaries 2: Royal Engagement,"$45,000,000 "
M2344,AVP: Alien Vs. Predator,"$70,000,000 "
M2345,Open Water,"$500,000 "
M2346,Little Black Book,"$30,000,000 "
M2347,Collateral,"$60,000,000 "
M2348,"Good Bye, Lenin!","$6,400,000 "
M2349,The Village,"$71,682,975 "
M2350,Masked and Anonymous,"$7,500,000 "
M2351,How to Deal,"$16,000,000 "
M2352,Bad Boys II,"$130,000,000 "
M2353,Dirty Pretty Things,"$10,000,000 "
M2354,Buffalo Soldiers,"$15,000,000 "
M2355,Veronica Guerin,"$17,000,000 "
M2356,Book of Shadows: Blair Witch 2,"$15,000,000 "
M2357,Pay it Forward,"$40,000,000 "
M2358,The Yards,"$20,000,000 "
M2359,Married Life,"$12,000,000 "
M2360,é•·æ±Ÿä¸ƒè™Ÿ,"$20,000,000 "
M2361,The Bank Job,"$20,000,000 "
M2362,"10,000 B.C.","$105,000,000 "
M2363,Semi-Pro,"$55,000,000 "
M2364,Fast & Furious,"$85,000,000 "
M2365,Monsters vs. Aliens,"$175,000,000 "
M2366,12 Rounds,"$20,000,000 "
M2367,MOOZ-lum,"$1,500,000 "
M2368,Justin Bieber: Never Say Never,"$13,000,000 "
M2369,Just Go With It,"$80,000,000 "
M2370,Gnomeo and Juliet,"$36,000,000 "
M2371,The Eagle,"$25,000,000 "
M2372,Cedar Rapids,"$10,000,000 "
M2373,Cop Out,"$37,000,000 "
M2374,Shutter Island,"$80,000,000 "
M2375,Le Petit Nicolas,"$30,000,000 "
M2376,The Crazies,"$19,000,000 "
M2377,The Good Guy,"$10,000,000 "
M2378,The Ghost Writer,"$45,000,000 "
M2379,The Wolfman,"$150,000,000 "
M2380,Her,"$23,000,000 "
M2381,The Legend of Hercules,"$70,000,000 "
M2382,Paranormal Activity: The Marked Ones,"$5,000,000 "
M2383,Broken City,"$35,000,000 "
M2384,The Last Stand,"$30,000,000 "
M2385,Mama,"$15,000,000 "
M2386,Real Women Have Curves,"$3,000,000 "
M2387,The Ring,"$48,000,000 "
M2388,Tuck Everlasting,"$15,000,000 "
M2389,Swept Away,"$10,000,000 "
M2390,The Transporter,"$21,000,000 "
M2391,Punch-Drunk Love,"$25,000,000 "
M2392,The Rules of Attraction,"$4,000,000 "
M2393,Knockaround Guys,"$15,000,000 "
M2394,"You, Me and Dupree","$54,000,000 "
M2395,The Oh in Ohio,"$5,000,000 "
M2396,A Scanner Darkly,"$20,000,000 "
M2397,Joyful Noise,"$27,500,000 "
M2398,The Iron Lady,"$14,000,000 "
M2399,Contraband,"$25,000,000 "
M2400,The Divide,"$3,000,000 "
M2401,Kari gurashi no Arietti,"$23,000,000 "
M2402,The Devil Inside,"$1,000,000 "
M2403,Bug,"$4,000,000 "
M2404,Pirates of the Caribbean: At Worldâ€™s End,"$300,000,000 "
M2405,Broken Flowers,"$10,000,000 "
M2406,The Dukes of Hazzard,"$53,000,000 "
M2407,Stealth,"$138,000,000 "
M2408,Must Love Dogs,"$35,000,000 "
M2409,Sky High,"$35,000,000 "
M2410,Thirteen Ghosts,"$19,000,000 "
M2411,On the Line,"$10,000,000 "
M2412,Donnie Darko,"$4,500,000 "
M2413,Bones,"$10,000,000 "
M2414,The Last Castle,"$60,000,000 "
M2415,From Hell,"$35,000,000 "
M2416,Harold & Kumar Go to White Castle,"$9,000,000 "
M2417,Thunderbirds,"$55,000,000 "
M2418,The Manchurian Candidate,"$80,000,000 "
M2419,The Bourne Supremacy,"$85,000,000 "
M2420,Catwoman,"$100,000,000 "
M2421,The League of Extraordinary Gentlemen,"$78,000,000 "
M2422,Pirates of the Caribbean: The Curse of the Black Pearl,"$140,000,000 "
M2423,Swimming Pool,"$7,800,000 "
M2424,Sinbad: Legend of the Seven Seas,"$60,000,000 "
M2425,"Legally Blonde 2: Red, White & Blonde","$25,000,000 "
M2426,Terminator 3: Rise of the Machines,"$170,000,000 "
M2427,Bedazzled,"$48,000,000 "
M2428,The Ladies Man,"$11,000,000 "
M2429,Lost Souls,"$28,000,000 "
M2430,The Little Vampire,"$22,000,000 "
M2431,Billy Elliot,"$5,000,000 "
M2432,Vantage Point,"$40,000,000 "
M2433,Die FÃ¤lscher,"$6,250,000 "
M2434,Be Kind Rewind,"$20,000,000 "
M2435,Charlie Bartlett,"$12,000,000 "
M2436,Genghis Khan: To the Ends of the Earth and Sea,"$30,000,000 "
M2437,Dolphins and Whales Tribes of the Ocean 3D,"$6,000,000 "
M2438,Knowing,"$50,000,000 "
M2439,"I Love You, Man","$40,000,000 "
M2440,Duplicity,"$60,000,000 "
M2441,Sunshine Cleaning,"$5,000,000 "
M2442,Miss March,"$6,000,000 "
M2443,Race to Witch Mountain,"$50,000,000 "
M2444,The Last House on the Left,"$15,000,000 "
M2445,Watchmen,"$138,000,000 "
M2446,Sanctum,"$30,000,000 "
M2447,The Roommate,"$16,000,000 "
M2448,The Rite,"$37,000,000 "
M2449,Biutiful,"$35,000,000 "
M2450,The Mechanic,"$42,500,000 "
M2451,Valentine's Day,"$52,000,000 "
M2452,Percy Jackson & the Olympians: The Lightning Thief,"$95,000,000 "
M2453,My Name is Khan,"$8,470,000 "
M2454,From Paris With Love,"$52,000,000 "
M2455,Dear John,"$25,000,000 "
M2456,A Haunted House,"$2,500,000 "
M2457,Gangster Squad,"$60,000,000 "
M2458,Yi dai zong shi,"$38,600,000 "
M2459,Texas Chainsaw 3D,"$20,000,000 "
M2460,Promised Land,"$15,000,000 "
M2461,Bowling for Columbine,"$3,000,000 "
M2462,Welcome to Collinwood,"$12,000,000 "
M2463,Red Dragon,"$78,000,000 "
M2464,The Tuxedo,"$60,000,000 "
M2465,Sweet Home Alabama,"$38,000,000 "
M2466,Pirates of the Caribbean: Dead Manâ€™s Chest,"$225,000,000 "
M2467,The Devil Wears Prada,"$35,000,000 "
M2468,Superman Returns,"$232,000,000 "
M2469,The Wind That Shakes the Barley,"$8,300,000 "
M2470,Click,"$82,500,000 "
M2471,Shrek the Third,"$160,000,000 "
M2472,Once,"$150,000 "
M2473,Georgia Rule,"$20,000,000 "
M2474,28 Weeks Later,"$15,000,000 "
M2475,Hustle & Flow,"$2,800,000 "
M2476,The Bad News Bears,"$35,000,000 "
M2477,Wedding Crashers,"$40,000,000 "
M2478,The Island,"$120,000,000 "
M2479,Charlie and the Chocolate Factory,"$150,000,000 "
M2480,Corky Romano,"$11,000,000 "
M2481,Mulholland Drive,"$15,000,000 "
M2482,Bandits,"$75,000,000 "
M2483,Training Day,"$45,000,000 "
M2484,Serendipity,"$28,000,000 "
M2485,Joy Ride,"$23,000,000 "
M2486,"I, Robot","$105,000,000 "
M2487,Maria Full of Grace,"$3,200,000 "
M2488,Zoolander,"$28,000,000 "
M2489,A Cinderella Story,"$19,000,000 "
M2490,Anchorman: The Legend of Ron Burgundy,"$25,000,000 "
M2491,Sleepover,"$10,000,000 "
M2492,King Arthur,"$90,000,000 "
M2493,Before Sunset,"$2,000,000 "
M2494,Charlie's Angels: Full Throttle,"$120,000,000 "
M2495,28 Days Laterâ€¦,"$8,000,000 "
M2496,The Legend of Suriyothai,"$9,000,000 "
M2497,Hulk,"$137,000,000 "
M2498,Alex & Emma,"$30,000,000 "
M2499,Rugrats Go Wild,"$25,000,000 "
M2500,Hollywood Homicide,"$75,000,000 "
M2501,Meet the Parents,"$55,000,000 "
M2502,Get Carter,"$40,000,000 "
M2503,Requiem for a Dream,"$4,500,000 "
M2504,Bamboozled,"$10,000,000 "
M2505,Remember the Titans,"$30,000,000 "
M2506,Step Up 2 the Streets,"$17,500,000 "
M2507,Jumper,"$82,500,000 "
M2508,The Spiderwick Chronicles,"$92,500,000 "
M2509,"Definitely, Maybe","$7,000,000 "
